subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
bfer_158	 2	 38	 1	 0	 1	 3.082437e-02	 2211.jpg	 i	 1.423743e+00	 50	 
bfer_158	 2	 33	 2	 0	 0	 2.500284e+00	 2202.jpg	 u	 3.862704e-01	 62	 
bfer_158	 2	 7	 3	 0	 1	 3.935288e+00	 1117.jpg	 i	 3.912785e-01	 7	 
bfer_158	 2	 22	 4	 0	 1	 5.386885e+00	 2102.jpg	 i	 2.516823e-01	 53	 
bfer_158	 2	 39	 5	 0	 0	 6.688427e+00	 2214.jpg	 u	 3.101623e-01	 58	 
bfer_158	 2	 16	 6	 0	 0	 8.056484e+00	 1211.jpg	 u	 3.100702e-01	 20	 
bfer_158	 2	 25	 7	 0	 0	 9.424711e+00	 2105.jpg	 u	 2.858436e-01	 52	 
bfer_158	 2	 32	 8	 1	 0	 1.075955e+01	 2121.jpg	 u	 2.790140e-01	 48	 
bfer_158	 2	 37	 9	 0	 1	 1.209440e+01	 2206.jpg	 i	 2.721647e-01	 43	 
bfer_158	 2	 30	 10	 1	 0	 1.341251e+01	 2117.jpg	 u	 3.404490e-02	 51	 
bfer_158	 2	 13	 11	 0	 0	 1.449712e+01	 1207.jpg	 u	 2.774261e-01	 21	 
bfer_158	 2	 10	 12	 1	 1	 1.583197e+01	 1203.jpg	 i	 2.865837e-01	 9	 
bfer_158	 2	 8	 13	 1	 0	 1.716679e+01	 1121.jpg	 u	 3.277660e-01	 16	 
bfer_158	 2	 3	 14	 0	 1	 1.855165e+01	 1105.jpg	 i	 2.868979e-01	 12	 
bfer_158	 2	 28	 15	 0	 0	 1.988646e+01	 2113.jpg	 u	 2.561263e-01	 60	 
bfer_158	 2	 35	 16	 0	 1	 2.120458e+01	 2204.jpg	 i	 2.819772e-01	 55	 
bfer_158	 2	 15	 17	 0	 0	 2.253940e+01	 1209.jpg	 u	 3.071470e-01	 37	 
bfer_158	 2	 1	 18	 1	 0	 2.389095e+01	 1101.jpg	 u	 7.796017e-01	 11	 
bfer_158	 2	 24	 19	 0	 1	 2.572637e+01	 2104.jpg	 i	 1.762175e-01	 59	 
bfer_158	 2	 2	 20	 0	 0	 2.696107e+01	 1103.jpg	 u	 4.548439e-02	 3	 
bfer_158	 2	 40	 21	 1	 1	 2.806227e+01	 2216.jpg	 i	 3.228346e-02	 49	 
bfer_158	 2	 23	 22	 1	 1	 2.914687e+01	 2103.jpg	 i	 2.517140e-01	 54	 
bfer_158	 2	 12	 23	 0	 1	 3.044834e+01	 1205.jpg	 i	 3.821781e-02	 19	 
bfer_158	 2	 26	 24	 0	 1	 3.153294e+01	 2109.jpg	 i	 9.618850e-03	 47	 
bfer_158	 2	 11	 25	 0	 1	 3.260071e+01	 1204.jpg	 i	 1.738460e-01	 15	 
bfer_158	 2	 34	 26	 0	 1	 3.383547e+01	 2203.jpg	 i	 1.235075e+00	 44	 
bfer_158	 2	 6	 27	 0	 1	 3.612133e+01	 1114.jpg	 i	 9.322302e-02	 38	 
bfer_158	 2	 27	 28	 0	 1	 3.727259e+01	 2111.jpg	 i	 8.139614e-01	 77	 
bfer_158	 2	 5	 29	 1	 1	 3.914141e+01	 1111.jpg	 i	 6.411397e-01	 17	 
bfer_158	 2	 21	 30	 1	 1	 4.082665e+01	 2101.jpg	 i	 5.159055e-01	 57	 
bfer_158	 2	 36	 31	 1	 1	 4.239512e+01	 2205.jpg	 i	 2.834363e-01	 56	 
bfer_158	 2	 14	 32	 0	 1	 4.372985e+01	 1208.jpg	 i	 3.567187e-01	 22	 
bfer_158	 2	 4	 33	 0	 1	 4.513142e+01	 1110.jpg	 i	 2.511302e-01	 18	 
bfer_158	 2	 19	 34	 0	 0	 4.643296e+01	 1218.jpg	 u	 3.575972e-01	 10	 
bfer_158	 2	 20	 35	 1	 0	 4.785121e+01	 1219.jpg	 u	 2.513477e-01	 14	 
bfer_158	 2	 29	 36	 0	 0	 4.915268e+01	 2114.jpg	 u	 1.019028e-01	 61	 
bfer_158	 2	 31	 37	 0	 0	 5.030395e+01	 2120.jpg	 u	 4.786200e-01	 78	 
bfer_158	 2	 9	 38	 1	 0	 5.183896e+01	 1201.jpg	 u	 5.996322e-01	 8	 
bfer_158	 2	 18	 39	 0	 0	 5.349084e+01	 1214.jpg	 u	 1.131724e+00	 4	 
bfer_158	 2	 17	 40	 0	 0	 5.567677e+01	 1213.jpg	 u	 3.457834e-01	 13	 
