Trial	StimName	Liking	RT
1	118.jpg	6.13333333333	2752
2	136.jpg	1.17777777778	1816
3	153.jpg	6.15555555556	1821
4	119.jpg	1.4	1885
5	124.jpg	3.24444444444	2020
6	129.jpg	3.28888888889	2470
7	144.jpg	4.86666666667	2149
8	105.jpg	7.91111111111	1733
9	137.jpg	4.6	2052
10	112.jpg	6.42222222222	4052
11	130.jpg	6.48888888889	1905
12	103.jpg	9.02222222222	3586
13	133.jpg	3.35555555556	2569
14	152.jpg	3.86666666667	1617
15	139.jpg	3.33333333333	2869
16	143.jpg	2.6	2822
17	160.jpg	6.02222222222	2605
18	128.jpg	5.53333333333	2117
19	159.jpg	2.91111111111	2017
20	157.jpg	4.4	2555
21	123.jpg	7.13333333333	2066
22	117.jpg	7.46666666667	2053
23	147.jpg	5.37777777778	2272
24	132.jpg	3.28888888889	1986
25	127.jpg	4.24444444444	2283
26	102.jpg	5.28888888889	2236
27	148.jpg	0.555555555556	2202
28	156.jpg	1.84444444444	2433
29	149.jpg	0.844444444444	2055
30	145.jpg	4.06666666667	1385
31	150.jpg	4.57777777778	2520
32	131.jpg	6.17777777778	2650
33	106.jpg	7.11111111111	3838
34	121.jpg	5.86666666667	2119
35	101.jpg	3.88888888889	1869
36	115.jpg	6.46666666667	1955
37	155.jpg	5.33333333333	2117
38	154.jpg	6.17777777778	1788
39	109.jpg	0.244444444444	1965
40	104.jpg	6.02222222222	1867
41	141.jpg	3.95555555556	3573
42	107.jpg	5.57777777778	2118
43	113.jpg	4.17777777778	1938
44	122.jpg	7.35555555556	1515
45	135.jpg	2.11111111111	2070
46	146.jpg	4.55555555556	2084
47	151.jpg	6.33333333333	1986
48	158.jpg	6.66666666667	1719
49	138.jpg	3.73333333333	1907
50	140.jpg	5.8	1617
51	125.jpg	2.17777777778	1854
52	134.jpg	4.13333333333	2016
53	126.jpg	6.77777777778	1567
54	114.jpg	9.06666666667	3223
55	116.jpg	1.62222222222	2051
56	142.jpg	2.66666666667	2087
57	111.jpg	5.31111111111	2284
58	120.jpg	5.0	1771
59	108.jpg	4.33333333333	1886
60	110.jpg	5.48888888889	2333
