subjectID	runNum	itemname	onsettime	trialtype	RT	respInTime	Audiotime	response	fixationtime	ladder1	ladder2
bfer_176	1	3090.jpg	1.076787e+00	24	999000	240	999000	999	2.09	750	750
bfer_176	1	3099.jpg	4.080281e+00	24	999000	240	999000	999	5.10	750	750
bfer_176	1	3185.jpg	8.067863e+00	12	999000	120	999000	999	9.09	750	750
bfer_176	1	3224.jpg	1.007033e+01	22	1.006358e+03	2200	7.503339e+02	98	11.09	750	700
bfer_176	1	4001.jpg	1.207268e+01	12	999000	120	999000	999	13.09	750	700
bfer_176	1	4051.jpg	1.607699e+01	24	999000	240	999000	999	17.09	750	700
bfer_176	1	4084.jpg	1.807930e+01	24	999000	240	999000	999	19.10	750	700
bfer_176	1	4251.jpg	2.306789e+01	11	1.056777e+03	1100	7.503757e+02	98	24.09	700	700
