subjectID	runtrial	onsettime	Name	Ranking	RT	StimType	StimTypeInd
bfer_115	1	1.490230e-03	136.jpg	999	999	Fractals	3
bfer_115	2	4.020940e+00	125.jpg	5.808594e+00	1.700446e+00	Fractals	3
bfer_115	3	6.524025e+00	144.jpg	9.142639e+00	1.477985e+00	Fractals	3
bfer_115	4	9.026155e+00	141.jpg	3.088806e+00	1.511120e+00	Fractals	3
bfer_115	5	1.152965e+01	155.jpg	7.268677e-01	1.424067e+00	Fractals	3
bfer_115	6	1.403270e+01	142.jpg	8.829041e+00	1.128608e+00	Fractals	3
bfer_115	7	1.653424e+01	116.jpg	999	999	Fractals	3
bfer_115	8	2.053913e+01	138.jpg	1.904785e+00	1.470071e+00	Fractals	3
bfer_115	9	2.304155e+01	128.jpg	7.558777e+00	1.343646e+00	Fractals	3
bfer_115	10	2.554436e+01	132.jpg	3.024963e+00	1.560723e+00	Fractals	3
bfer_115	11	2.804725e+01	153.jpg	5.433044e+00	1.849891e+00	Fractals	3
bfer_115	12	3.055013e+01	148.jpg	8.089722e+00	1.915075e+00	Fractals	3
bfer_115	13	3.305286e+01	137.jpg	2.844421e+00	1.260335e+00	Fractals	3
bfer_115	14	3.555565e+01	103.jpg	5.863525e+00	1.085479e+00	Fractals	3
bfer_115	15	3.805860e+01	157.jpg	7.546570e+00	1.206687e+00	Fractals	3
bfer_115	16	4.056130e+01	160.jpg	1.951660e+00	1.847779e+00	Fractals	3
bfer_115	17	4.306414e+01	147.jpg	6.958679e+00	1.288978e+00	Fractals	3
bfer_115	18	4.556688e+01	134.jpg	6.578430e+00	1.306192e+00	Fractals	3
bfer_115	19	4.806973e+01	105.jpg	2.812500e+00	1.627382e+00	Fractals	3
bfer_115	20	5.057245e+01	121.jpg	2.060181e+00	1.468631e+00	Fractals	3
bfer_115	21	5.307531e+01	109.jpg	6.306885e+00	1.341830e+00	Fractals	3
bfer_115	22	5.557822e+01	145.jpg	1.409851e+00	1.174874e+00	Fractals	3
bfer_115	23	5.808095e+01	111.jpg	2.257141e+00	1.208221e+00	Fractals	3
bfer_115	24	6.058390e+01	104.jpg	7.486206e+00	1.297307e+00	Fractals	3
bfer_115	25	6.308678e+01	114.jpg	999	999	Fractals	3
bfer_115	26	6.709134e+01	117.jpg	2.784668e+00	1.013745e+00	Fractals	3
bfer_115	27	6.959395e+01	102.jpg	5.580444e+00	1.351417e+00	Fractals	3
bfer_115	28	7.209676e+01	143.jpg	2.480530e+00	1.048327e+00	Fractals	3
bfer_115	29	7.459986e+01	130.jpg	5.826111e+00	1.137463e+00	Fractals	3
bfer_115	30	7.710259e+01	129.jpg	2.762268e+00	1.042676e+00	Fractals	3
bfer_115	31	7.960523e+01	124.jpg	5.299377e+00	1.180018e+00	Fractals	3
bfer_115	32	8.210813e+01	115.jpg	1.905457e+00	1.164959e+00	Fractals	3
bfer_115	33	8.461084e+01	118.jpg	8.742187e+00	1.294324e+00	Fractals	3
bfer_115	34	8.711363e+01	127.jpg	7.924683e+00	1.303610e+00	Fractals	3
bfer_115	35	8.961648e+01	151.jpg	5.228760e+00	1.328682e+00	Fractals	3
bfer_115	36	9.211933e+01	131.jpg	2.519836e+00	1.434018e+00	Fractals	3
bfer_115	37	9.462207e+01	126.jpg	2.110474e+00	1.131088e+00	Fractals	3
bfer_115	38	9.712486e+01	120.jpg	6.922668e+00	1.164277e+00	Fractals	3
bfer_115	39	9.962777e+01	113.jpg	6.433838e+00	1.029426e+00	Fractals	3
bfer_115	40	1.021305e+02	119.jpg	4.702576e+00	1.558602e+00	Fractals	3
bfer_115	41	1.046334e+02	154.jpg	1.130859e+00	1.423828e+00	Fractals	3
bfer_115	42	1.071362e+02	158.jpg	1.106384e+00	1.328891e+00	Fractals	3
bfer_115	43	1.096390e+02	133.jpg	1.947571e+00	1.258212e+00	Fractals	3
bfer_115	44	1.121418e+02	123.jpg	6.788269e+00	1.371348e+00	Fractals	3
bfer_115	45	1.146446e+02	135.jpg	2.229980e+00	1.236596e+00	Fractals	3
bfer_115	46	1.171475e+02	107.jpg	2.354858e+00	1.701692e+00	Fractals	3
bfer_115	47	1.196502e+02	110.jpg	1.214355e+00	1.230916e+00	Fractals	3
bfer_115	48	1.221531e+02	140.jpg	4.403198e+00	1.360044e+00	Fractals	3
bfer_115	49	1.246558e+02	156.jpg	5.019592e+00	1.233280e+00	Fractals	3
bfer_115	50	1.271586e+02	108.jpg	6.818115e+00	1.234604e+00	Fractals	3
bfer_115	51	1.296615e+02	159.jpg	4.267395e+00	1.747717e+00	Fractals	3
bfer_115	52	1.321643e+02	139.jpg	4.567444e+00	1.692850e+00	Fractals	3
bfer_115	53	1.346671e+02	106.jpg	3.804382e+00	1.693995e+00	Fractals	3
bfer_115	54	1.371699e+02	146.jpg	6.797729e+00	1.063228e+00	Fractals	3
bfer_115	55	1.396727e+02	152.jpg	6.583923e+00	1.168371e+00	Fractals	3
bfer_115	56	1.421756e+02	112.jpg	8.448181e+00	1.193594e+00	Fractals	3
bfer_115	57	1.446783e+02	149.jpg	3.592590e+00	1.450809e+00	Fractals	3
bfer_115	58	1.471812e+02	101.jpg	3.684265e+00	1.395957e+00	Fractals	3
bfer_115	59	1.496840e+02	122.jpg	8.046265e+00	1.157249e+00	Fractals	3
bfer_115	60	1.521868e+02	150.jpg	4.540283e+00	1.598334e+00	Fractals	3
