subjectID	runtrial	onsettime	Name	Ranking	RT	StimType	StimTypeInd
bfer_167	1	1.505311e-03	104.jpg	999	999	Fractals	3
bfer_167	2	4.020877e+00	159.jpg	5.350342e+00	1.822971e+00	Fractals	3
bfer_167	3	6.523954e+00	137.jpg	4.739258e+00	1.648572e+00	Fractals	3
bfer_167	4	9.026021e+00	133.jpg	8.161682e+00	1.209733e+00	Fractals	3
bfer_167	5	1.152961e+01	125.jpg	6.993286e+00	1.466614e+00	Fractals	3
bfer_167	6	1.403253e+01	140.jpg	1.931274e+00	1.491281e+00	Fractals	3
bfer_167	7	1.653415e+01	127.jpg	4.076660e+00	1.309521e+00	Fractals	3
bfer_167	8	1.903699e+01	113.jpg	4.239563e+00	1.278577e+00	Fractals	3
bfer_167	9	2.153981e+01	118.jpg	6.059753e+00	1.551826e+00	Fractals	3
bfer_167	10	2.404258e+01	106.jpg	3.370544e+00	1.433163e+00	Fractals	3
bfer_167	11	2.654541e+01	143.jpg	5.475159e+00	1.410273e+00	Fractals	3
bfer_167	12	2.904817e+01	150.jpg	2.276794e+00	1.379435e+00	Fractals	3
bfer_167	13	3.155098e+01	138.jpg	1.983521e+00	1.268603e+00	Fractals	3
bfer_167	14	3.405386e+01	135.jpg	1.540222e+00	1.157831e+00	Fractals	3
bfer_167	15	3.655677e+01	134.jpg	4.620422e+00	1.334884e+00	Fractals	3
bfer_167	16	3.905946e+01	158.jpg	3.452026e+00	1.017819e+00	Fractals	3
bfer_167	17	4.156222e+01	120.jpg	2.227905e+00	1.393373e+00	Fractals	3
bfer_167	18	4.406507e+01	103.jpg	2.408569e+00	1.162520e+00	Fractals	3
bfer_167	19	4.656792e+01	101.jpg	1.170898e+00	1.267733e+00	Fractals	3
bfer_167	20	4.907080e+01	148.jpg	1.635193e+00	1.028781e+00	Fractals	3
bfer_167	21	5.157355e+01	116.jpg	9.807739e-01	1.110077e+00	Fractals	3
bfer_167	22	5.407638e+01	126.jpg	1.769653e+00	1.319229e+00	Fractals	3
bfer_167	23	5.657909e+01	156.jpg	2.392944e+00	1.248498e+00	Fractals	3
bfer_167	24	5.908203e+01	160.jpg	8.776062e+00	1.457632e+00	Fractals	3
bfer_167	25	6.158481e+01	155.jpg	5.505066e+00	1.442775e+00	Fractals	3
bfer_167	26	6.408761e+01	141.jpg	2.258484e+00	1.387960e+00	Fractals	3
bfer_167	27	6.659045e+01	132.jpg	1.192627e+00	1.069142e+00	Fractals	3
bfer_167	28	6.909320e+01	112.jpg	1.747864e+00	1.150457e+00	Fractals	3
bfer_167	29	7.159629e+01	128.jpg	2.253052e+00	1.279432e+00	Fractals	3
bfer_167	30	7.409904e+01	139.jpg	5.890503e-01	1.680660e+00	Fractals	3
bfer_167	31	7.660164e+01	121.jpg	7.471252e+00	1.258051e+00	Fractals	3
bfer_167	32	7.910446e+01	114.jpg	7.865051e+00	1.323145e+00	Fractals	3
bfer_167	33	8.160726e+01	142.jpg	1.523926e+00	9.844181e-01	Fractals	3
bfer_167	34	8.411017e+01	109.jpg	2.025635e+00	1.141503e+00	Fractals	3
bfer_167	35	8.661286e+01	111.jpg	7.465820e-01	1.158722e+00	Fractals	3
bfer_167	36	8.911576e+01	152.jpg	8.148804e+00	1.479896e+00	Fractals	3
bfer_167	37	9.161852e+01	146.jpg	3.118652e+00	1.313092e+00	Fractals	3
bfer_167	38	9.412151e+01	131.jpg	5.102539e-01	1.410168e+00	Fractals	3
bfer_167	39	9.662426e+01	115.jpg	1.415283e+00	1.315383e+00	Fractals	3
bfer_167	40	9.912697e+01	151.jpg	1.205444e+00	1.284616e+00	Fractals	3
bfer_167	41	1.016299e+02	108.jpg	8.340210e+00	1.493772e+00	Fractals	3
bfer_167	42	1.041326e+02	147.jpg	6.759033e-01	1.207013e+00	Fractals	3
bfer_167	43	1.066354e+02	130.jpg	6.793823e-01	1.208157e+00	Fractals	3
bfer_167	44	1.091383e+02	153.jpg	6.826782e-01	1.409416e+00	Fractals	3
bfer_167	45	1.116410e+02	123.jpg	4.514465e+00	1.714586e+00	Fractals	3
bfer_167	46	1.141439e+02	110.jpg	8.448059e+00	1.419687e+00	Fractals	3
bfer_167	47	1.166466e+02	117.jpg	8.569702e+00	1.597022e+00	Fractals	3
bfer_167	48	1.191495e+02	145.jpg	7.309570e-01	1.214085e+00	Fractals	3
bfer_167	49	1.216525e+02	119.jpg	6.005859e-01	1.151212e+00	Fractals	3
bfer_167	50	1.241551e+02	157.jpg	9.888916e-01	1.040486e+00	Fractals	3
bfer_167	51	1.266579e+02	124.jpg	3.577637e+00	1.329677e+00	Fractals	3
bfer_167	52	1.291607e+02	122.jpg	8.430481e+00	1.162854e+00	Fractals	3
bfer_167	53	1.316636e+02	105.jpg	8.797119e+00	1.380033e+00	Fractals	3
bfer_167	54	1.341664e+02	102.jpg	8.537170e+00	1.413244e+00	Fractals	3
bfer_167	55	1.366692e+02	149.jpg	3.619080e+00	1.086492e+00	Fractals	3
bfer_167	56	1.391720e+02	144.jpg	8.313599e-01	1.015583e+00	Fractals	3
bfer_167	57	1.416748e+02	136.jpg	8.897705e-01	1.240758e+00	Fractals	3
bfer_167	58	1.441776e+02	107.jpg	9.364380e+00	1.409929e+00	Fractals	3
bfer_167	59	1.466805e+02	129.jpg	5.842896e-01	1.107124e+00	Fractals	3
bfer_167	60	1.491833e+02	154.jpg	1.139648e+00	1.300279e+00	Fractals	3
