subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
bfer_103	 1	 2	 1	 0	 0	 3.009758e-02	 1103.jpg	 i	 3.155621e+00	 11	 
bfer_103	 1	 10	 2	 1	 1	 4.234795e+00	 1201.jpg	 u	 1.062907e+00	 7	 
bfer_103	 1	 7	 3	 1	 1	 6.370628e+00	 1118.jpg	 u	 9.510767e-01	 12	 
bfer_103	 1	 4	 4	 0	 0	 8.372851e+00	 1105.jpg	 i	 7.168807e-01	 22	 
bfer_103	 1	 24	 5	 1	 1	 1.014155e+01	 2107.jpg	 u	 1.172153e+00	 47	 
bfer_103	 1	 34	 6	 1	 1	 1.236066e+01	 2202.jpg	 u	 7.290391e-01	 58	 
bfer_103	 1	 31	 7	 0	 0	 1.414591e+01	 2118.jpg	 i	 7.117904e-01	 54	 
bfer_103	 1	 33	 8	 1	 1	 1.591455e+01	 2201.jpg	 u	 7.351587e-01	 50	 
bfer_103	 1	 3	 9	 0	 0	 1.770003e+01	 1104.jpg	 i	 9.016734e-01	 20	 
bfer_103	 1	 11	 10	 0	 0	 1.965210e+01	 1203.jpg	 i	 6.695970e-01	 38	 
bfer_103	 1	 32	 11	 1	 1	 2.137075e+01	 2121.jpg	 u	 1.078976e+00	 53	 
bfer_103	 1	 25	 12	 0	 0	 2.350646e+01	 2110.jpg	 i	 6.072400e-01	 78	 
bfer_103	 1	 1	 13	 1	 1	 2.515840e+01	 1101.jpg	 u	 6.593043e-01	 15	 
bfer_103	 1	 8	 14	 0	 0	 2.687687e+01	 1120.jpg	 i	 6.208301e-01	 37	 
bfer_103	 1	 14	 15	 0	 0	 2.854544e+01	 1207.jpg	 i	 9.282905e-01	 17	 
bfer_103	 1	 6	 16	 1	 1	 3.053107e+01	 1115.jpg	 u	 9.746488e-01	 18	 
bfer_103	 1	 18	 17	 1	 1	 3.254992e+01	 1214.jpg	 u	 5.797810e-01	 10	 
bfer_103	 1	 12	 18	 0	 0	 3.418513e+01	 1204.jpg	 i	 5.765733e-01	 19	 
bfer_103	 1	 16	 19	 0	 0	 3.582030e+01	 1211.jpg	 i	 8.454034e-01	 8	 
bfer_103	 1	 19	 20	 0	 0	 3.772243e+01	 1216.jpg	 i	 7.592877e-01	 9	 
bfer_103	 1	 37	 21	 0	 0	 3.952453e+01	 2208.jpg	 i	 5.731730e-01	 43	 
bfer_103	 1	 39	 22	 0	 0	 4.114292e+01	 2217.jpg	 i	 6.587817e-01	 44	 
bfer_103	 1	 36	 23	 0	 0	 4.284483e+01	 2207.jpg	 i	 5.568739e-01	 60	 
bfer_103	 1	 21	 24	 1	 1	 4.444667e+01	 2101.jpg	 u	 6.750315e-01	 55	 
bfer_103	 1	 5	 25	 0	 0	 4.618190e+01	 1107.jpg	 i	 8.358253e-01	 21	 
bfer_103	 1	 27	 26	 0	 0	 4.806735e+01	 2112.jpg	 i	 4.863521e-01	 77	 
bfer_103	 1	 30	 27	 0	 0	 4.960244e+01	 2117.jpg	 i	 4.712676e-01	 56	 
bfer_103	 1	 20	 28	 0	 0	 5.112084e+01	 1218.jpg	 i	 6.814227e-01	 16	 
bfer_103	 1	 22	 29	 0	 0	 5.285618e+01	 2103.jpg	 i	 6.735347e-01	 48	 
bfer_103	 1	 28	 30	 0	 0	 5.457471e+01	 2115.jpg	 i	 7.789968e-01	 57	 
bfer_103	 1	 23	 31	 0	 0	 5.641006e+01	 2104.jpg	 i	 6.956528e-01	 62	 
bfer_103	 1	 17	 32	 0	 0	 5.816216e+01	 1213.jpg	 i	 5.355742e-01	 14	 
bfer_103	 1	 38	 33	 0	 0	 5.974721e+01	 2213.jpg	 i	 5.265246e-01	 61	 
bfer_103	 1	 9	 34	 0	 0	 6.133226e+01	 1121.jpg	 i	 6.614382e-01	 3	 
bfer_103	 1	 26	 35	 0	 0	 6.305082e+01	 2111.jpg	 i	 4.868818e-01	 59	 
bfer_103	 1	 40	 36	 0	 0	 6.458596e+01	 2218.jpg	 i	 4.477520e-01	 51	 
bfer_103	 1	 15	 37	 1	 1	 6.608759e+01	 1209.jpg	 u	 6.101128e-01	 13	 
bfer_103	 1	 29	 38	 1	 1	 6.775614e+01	 2116.jpg	 u	 1.253560e+00	 52	 
bfer_103	 1	 13	 39	 0	 0	 7.005855e+01	 1206.jpg	 i	 4.631567e-01	 4	 
bfer_103	 1	 35	 40	 0	 0	 7.157708e+01	 2205.jpg	 i	 4.406188e-01	 49	 
