subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_356	 2	 8	 1	 0	 1	 3.046074e-02	 1114.jpg	 i	 8.880526e-01	 19	 
BFE_356	 2	 5	 2	 1	 0	 1.965962e+00	 1110.jpg	 u	 8.965739e-01	 11	 
BFE_356	 2	 34	 3	 0	 1	 3.918102e+00	 2206.jpg	 i	 1.064416e+00	 43	 
BFE_356	 2	 30	 4	 0	 0	 6.053871e+00	 2121.jpg	 u	 8.966627e-01	 41	 
BFE_356	 2	 21	 5	 0	 1	 8.006007e+00	 1217.jpg	 i	 6.645309e-01	 13	 
BFE_356	 2	 31	 6	 0	 0	 9.724648e+00	 2202.jpg	 u	 7.778658e-01	 53	 
BFE_356	 2	 38	 7	 0	 0	 1.156009e+01	 2216.jpg	 u	 6.304358e-01	 52	 
BFE_356	 2	 37	 8	 1	 1	 1.324523e+01	 2213.jpg	 i	 6.652939e-01	 49	 
BFE_356	 2	 10	 9	 0	 0	 1.496382e+01	 1120.jpg	 u	 5.467052e-01	 21	 
BFE_356	 2	 7	 10	 0	 0	 1.656575e+01	 1112.jpg	 u	 4.167500e-01	 15	 
BFE_356	 2	 14	 11	 0	 1	 1.803400e+01	 1207.jpg	 i	 7.005085e-01	 4	 
BFE_356	 2	 11	 12	 0	 0	 1.978594e+01	 1204.jpg	 u	 4.206358e-01	 3	 
BFE_356	 2	 29	 13	 0	 0	 2.125430e+01	 2119.jpg	 u	 6.482236e-01	 44	 
BFE_356	 2	 27	 14	 0	 1	 2.295618e+01	 2115.jpg	 i	 6.183362e-01	 47	 
BFE_356	 2	 17	 15	 0	 1	 2.462464e+01	 1210.jpg	 i	 4.698854e-01	 22	 
BFE_356	 2	 9	 16	 0	 1	 2.614310e+01	 1119.jpg	 i	 5.914268e-01	 18	 
BFE_356	 2	 22	 17	 1	 0	 2.777820e+01	 1218.jpg	 u	 6.043105e-01	 14	 
BFE_356	 2	 18	 18	 0	 0	 2.943008e+01	 1214.jpg	 u	 7.684448e-01	 10	 
BFE_356	 2	 32	 19	 1	 1	 3.124882e+01	 2204.jpg	 i	 4.937382e-01	 51	 
BFE_356	 2	 3	 20	 1	 0	 3.280052e+01	 1104.jpg	 u	 6.940011e-01	 8	 
BFE_356	 2	 2	 21	 0	 0	 3.455245e+01	 1103.jpg	 u	 5.180728e-01	 40	 
BFE_356	 2	 12	 22	 0	 1	 3.612097e+01	 1205.jpg	 i	 5.415519e-01	 7	 
BFE_356	 2	 16	 23	 0	 1	 3.770600e+01	 1209.jpg	 i	 6.685347e-01	 38	 
BFE_356	 2	 40	 24	 1	 0	 3.942463e+01	 2218.jpg	 u	 8.219062e-01	 54	 
BFE_356	 2	 33	 25	 1	 1	 4.129337e+01	 2205.jpg	 i	 4.731548e-01	 48	 
BFE_356	 2	 35	 26	 0	 1	 4.282845e+01	 2208.jpg	 i	 5.060730e-01	 78	 
BFE_356	 2	 20	 27	 0	 0	 4.438012e+01	 1216.jpg	 u	 5.544029e-01	 37	 
BFE_356	 2	 26	 28	 1	 0	 4.598191e+01	 2113.jpg	 u	 5.286017e-01	 57	 
BFE_356	 2	 6	 29	 1	 1	 4.756712e+01	 1111.jpg	 i	 5.194046e-01	 17	 
BFE_356	 2	 1	 30	 1	 0	 4.913560e+01	 1101.jpg	 u	 5.749040e-01	 16	 
BFE_356	 2	 36	 31	 0	 0	 5.077068e+01	 2210.jpg	 u	 6.198391e-01	 42	 
BFE_356	 2	 39	 32	 1	 0	 5.243922e+01	 2217.jpg	 u	 5.833092e-01	 56	 
BFE_356	 2	 19	 33	 0	 0	 5.407435e+01	 1215.jpg	 u	 5.482011e-01	 20	 
BFE_356	 2	 28	 34	 0	 0	 5.567620e+01	 2118.jpg	 u	 5.543361e-01	 55	 
BFE_356	 2	 13	 35	 1	 0	 5.729465e+01	 1206.jpg	 u	 4.638786e-01	 9	 
BFE_356	 2	 24	 36	 0	 0	 5.881297e+01	 2108.jpg	 u	 6.655635e-01	 77	 
BFE_356	 2	 23	 37	 0	 1	 6.053170e+01	 2102.jpg	 i	 5.788218e-01	 50	 
BFE_356	 2	 25	 38	 0	 1	 6.216676e+01	 2110.jpg	 i	 5.677651e-01	 58	 
BFE_356	 2	 4	 39	 0	 1	 6.378520e+01	 1105.jpg	 i	 3.253239e-01	 12	 
BFE_356	 2	 15	 40	 0	 0	 6.517012e+01	 1208.jpg	 u	 6.204019e-01	 39	 
