subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_317	 1	 2	 1	 0	 0	 2.994175e-02	 1102.jpg	 i	 1.615153e+00	 39	 
BFE_317	 1	 9	 2	 0	 0	 2.699578e+00	 1113.jpg	 i	 1.169520e+00	 3	 
BFE_317	 1	 17	 3	 0	 0	 4.918807e+00	 1209.jpg	 i	 8.463154e-01	 21	 
BFE_317	 1	 14	 4	 1	 1	 6.820863e+00	 1205.jpg	 u	 8.082364e-01	 13	 
BFE_317	 1	 21	 5	 1	 1	 8.689701e+00	 1218.jpg	 u	 1.659399e+00	 12	 
BFE_317	 1	 37	 6	 1	 1	 1.140942e+01	 2211.jpg	 u	 1.051701e+00	 52	 
BFE_317	 1	 27	 7	 1	 1	 1.351186e+01	 2113.jpg	 u	 1.173235e+00	 47	 
BFE_317	 1	 5	 8	 0	 0	 1.573086e+01	 1108.jpg	 i	 6.422409e-01	 40	 
BFE_317	 1	 11	 9	 0	 0	 1.741610e+01	 1115.jpg	 i	 5.809920e-01	 11	 
BFE_317	 1	 28	 10	 0	 0	 1.905127e+01	 2114.jpg	 i	 6.418281e-01	 41	 
BFE_317	 1	 7	 11	 0	 0	 2.073650e+01	 1110.jpg	 i	 6.366402e-01	 20	 
BFE_317	 1	 24	 12	 0	 0	 2.242174e+01	 2105.jpg	 i	 5.273729e-01	 48	 
BFE_317	 1	 18	 13	 1	 1	 2.400688e+01	 1211.jpg	 u	 6.542257e-01	 15	 
BFE_317	 1	 8	 14	 0	 0	 2.570882e+01	 1112.jpg	 i	 5.522737e-01	 37	 
BFE_317	 1	 15	 15	 1	 1	 2.731050e+01	 1207.jpg	 u	 5.345992e-01	 10	 
BFE_317	 1	 10	 16	 0	 0	 2.889566e+01	 1114.jpg	 i	 5.414362e-01	 16	 
BFE_317	 1	 36	 17	 1	 1	 3.048079e+01	 2208.jpg	 u	 5.723235e-01	 58	 
BFE_317	 1	 12	 18	 0	 0	 3.209924e+01	 1121.jpg	 i	 6.258634e-01	 8	 
BFE_317	 1	 23	 19	 0	 0	 3.376778e+01	 2103.jpg	 i	 5.093092e-01	 44	 
BFE_317	 1	 35	 20	 1	 1	 3.531959e+01	 2207.jpg	 u	 5.735081e-01	 53	 
BFE_317	 1	 20	 21	 0	 0	 3.697140e+01	 1216.jpg	 i	 5.456992e-01	 22	 
BFE_317	 1	 40	 22	 0	 0	 3.857325e+01	 2219.jpg	 i	 5.038476e-01	 42	 
BFE_317	 1	 31	 23	 0	 0	 4.012497e+01	 2119.jpg	 i	 4.961672e-01	 77	 
BFE_317	 1	 26	 24	 0	 0	 4.167665e+01	 2112.jpg	 i	 4.804540e-01	 78	 
BFE_317	 1	 6	 25	 0	 0	 4.321178e+01	 1109.jpg	 i	 4.653436e-01	 4	 
BFE_317	 1	 33	 26	 1	 1	 4.474676e+01	 2201.jpg	 u	 5.223646e-01	 55	 
BFE_317	 1	 25	 27	 1	 1	 4.631525e+01	 2106.jpg	 u	 6.018514e-01	 50	 
BFE_317	 1	 13	 28	 1	 1	 4.796712e+01	 1201.jpg	 u	 5.820171e-01	 7	 
BFE_317	 1	 39	 29	 0	 0	 4.961890e+01	 2217.jpg	 i	 6.421937e-01	 54	 
BFE_317	 1	 34	 30	 0	 0	 5.130416e+01	 2204.jpg	 i	 5.009250e-01	 57	 
BFE_317	 1	 3	 31	 0	 0	 5.285592e+01	 1104.jpg	 i	 4.451775e-01	 14	 
BFE_317	 1	 16	 32	 1	 1	 5.435764e+01	 1208.jpg	 u	 8.234757e-01	 18	 
BFE_317	 1	 30	 33	 0	 0	 5.622638e+01	 2118.jpg	 i	 5.467563e-01	 56	 
BFE_317	 1	 1	 34	 0	 0	 5.782812e+01	 1101.jpg	 i	 4.889633e-01	 38	 
BFE_317	 1	 29	 35	 0	 0	 5.936314e+01	 2115.jpg	 i	 4.499566e-01	 51	 
BFE_317	 1	 32	 36	 0	 0	 6.086496e+01	 2121.jpg	 i	 3.881428e-01	 49	 
BFE_317	 1	 19	 37	 0	 0	 6.229988e+01	 1213.jpg	 i	 5.532229e-01	 17	 
BFE_317	 1	 4	 38	 0	 0	 6.390165e+01	 1106.jpg	 i	 4.474287e-01	 9	 
BFE_317	 1	 38	 39	 0	 0	 6.542004e+01	 2213.jpg	 i	 6.170568e-01	 43	 
BFE_317	 1	 22	 40	 0	 0	 6.708859e+01	 1219.jpg	 i	 5.645399e-01	 19	 
