subjectID	runNum	itemname	onsettime	trialtype	RT	respInTime	Audiotime	response	fixationtime	ladder1	ladder2
BFE_349	1	3090.jpg	1.084458e+00	24	5.282485e+02	24	999000	98	2.10	750	750
BFE_349	1	3099.jpg	4.070616e+00	24	999000	240	999000	999	5.09	750	750
BFE_349	1	3185.jpg	6.072871e+00	12	999000	120	999000	999	7.09	750	750
BFE_349	1	3224.jpg	8.075094e+00	22	1.489599e+03	2200	7.518059e+02	98	9.09	750	700
BFE_349	1	4001.jpg	1.007747e+01	12	999000	120	999000	999	11.10	750	700
BFE_349	1	4051.jpg	1.306375e+01	24	999000	240	999000	999	14.08	750	700
BFE_349	1	4084.jpg	1.506622e+01	24	999000	240	999000	999	16.08	750	700
BFE_349	1	4251.jpg	1.907072e+01	11	1.061964e+03	1100	7.515278e+02	98	20.09	700	700
