subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_302	 2	 29	 1	 1	 1	 3.094043e-02	 2201.jpg	 i	 2.017004e+00	 48	 
BFE_302	 2	 32	 2	 0	 1	 3.100860e+00	 2206.jpg	 i	 8.430704e-01	 47	 
BFE_302	 2	 11	 3	 1	 0	 5.003088e+00	 1202.jpg	 u	 8.048420e-01	 17	 
BFE_302	 2	 23	 4	 1	 1	 6.855124e+00	 2101.jpg	 i	 1.152806e+00	 51	 
BFE_302	 2	 3	 5	 0	 0	 9.057527e+00	 1106.jpg	 u	 7.744157e-01	 20	 
BFE_302	 2	 6	 6	 0	 0	 1.089305e+01	 1110.jpg	 u	 1.514900e+00	 39	 
BFE_302	 2	 26	 7	 0	 0	 1.346254e+01	 2112.jpg	 u	 8.893912e-01	 77	 
BFE_302	 2	 39	 8	 0	 0	 1.539798e+01	 2217.jpg	 u	 1.721951e+00	 55	 
BFE_302	 2	 38	 9	 0	 0	 1.816780e+01	 2215.jpg	 u	 8.721386e-01	 58	 
BFE_302	 2	 4	 10	 0	 0	 2.008657e+01	 1108.jpg	 u	 8.253653e-01	 40	 
BFE_302	 2	 2	 11	 0	 1	 2.197210e+01	 1102.jpg	 i	 1.275833e+00	 19	 
BFE_302	 2	 21	 12	 1	 1	 2.430800e+01	 1218.jpg	 i	 9.799289e-01	 16	 
BFE_302	 2	 7	 13	 0	 1	 2.634363e+01	 1115.jpg	 i	 8.002948e-01	 10	 
BFE_302	 2	 36	 14	 0	 0	 2.819573e+01	 2213.jpg	 u	 1.636213e+00	 41	 
BFE_302	 2	 8	 15	 0	 0	 3.088204e+01	 1117.jpg	 u	 1.269888e+00	 37	 
BFE_302	 2	 10	 16	 0	 0	 3.320139e+01	 1121.jpg	 u	 1.038543e+00	 22	 
BFE_302	 2	 24	 17	 1	 0	 3.528693e+01	 2106.jpg	 u	 7.129950e-01	 57	 
BFE_302	 2	 9	 18	 0	 0	 3.705563e+01	 1120.jpg	 u	 9.283001e-01	 21	 
BFE_302	 2	 25	 19	 0	 0	 3.904115e+01	 2109.jpg	 u	 9.907889e-01	 50	 
BFE_302	 2	 18	 20	 0	 1	 4.109343e+01	 1214.jpg	 i	 1.058517e+00	 3	 
BFE_302	 2	 16	 21	 1	 1	 4.321256e+01	 1208.jpg	 i	 1.427394e+00	 14	 
BFE_302	 2	 20	 22	 0	 1	 4.569858e+01	 1217.jpg	 i	 1.381350e+00	 18	 
BFE_302	 2	 12	 23	 0	 1	 4.813470e+01	 1203.jpg	 i	 1.233247e+00	 38	 
BFE_302	 2	 40	 24	 0	 0	 5.042065e+01	 2219.jpg	 u	 1.163317e+00	 43	 
BFE_302	 2	 28	 25	 0	 0	 5.263969e+01	 2117.jpg	 u	 1.160243e+00	 78	 
BFE_302	 2	 19	 26	 0	 0	 5.485894e+01	 1216.jpg	 u	 6.849887e-01	 12	 
BFE_302	 2	 22	 27	 0	 0	 5.659412e+01	 1219.jpg	 u	 2.509811e+00	 4	 
BFE_302	 2	 15	 28	 1	 1	 6.016485e+01	 1206.jpg	 i	 2.531078e+00	 11	 
BFE_302	 2	 31	 29	 0	 0	 6.375216e+01	 2205.jpg	 u	 1.079768e+00	 44	 
BFE_302	 2	 34	 30	 0	 0	 6.588793e+01	 2209.jpg	 u	 2.072030e+00	 42	 
BFE_302	 2	 33	 31	 0	 0	 6.900808e+01	 2208.jpg	 u	 1.255863e+00	 52	 
BFE_302	 2	 14	 32	 1	 0	 7.131065e+01	 1205.jpg	 u	 1.057309e+00	 9	 
BFE_302	 2	 1	 33	 1	 1	 7.344643e+01	 1101.jpg	 i	 8.014940e-01	 8	 
BFE_302	 2	 37	 34	 1	 1	 7.529848e+01	 2214.jpg	 i	 2.405447e+00	 56	 
BFE_302	 2	 5	 35	 0	 0	 7.875226e+01	 1109.jpg	 u	 1.647685e+00	 15	 
BFE_302	 2	 17	 36	 0	 0	 8.145540e+01	 1211.jpg	 u	 3.040545e+00	 13	 
BFE_302	 2	 27	 37	 0	 0	 8.554327e+01	 2115.jpg	 u	 1.168665e+00	 53	 
BFE_302	 2	 13	 38	 0	 0	 8.776247e+01	 1204.jpg	 u	 9.334599e-01	 7	 
BFE_302	 2	 30	 39	 1	 0	 8.974799e+01	 2204.jpg	 u	 5.879533e-01	 49	 
BFE_302	 2	 35	 40	 1	 0	 9.139985e+01	 2211.jpg	 u	 1.688080e+00	 54	 
