Trial	StimName	Liking	RT
1	126.jpg	0.8	35050
2	154.jpg	1.86666666667	1921
3	158.jpg	0.177777777778	2634
4	109.jpg	4.08888888889	6790
5	125.jpg	0.2	2569
6	117.jpg	2.08888888889	3053
7	132.jpg	0.733333333333	2435
8	127.jpg	2.31111111111	2385
9	140.jpg	0.244444444444	2786
10	152.jpg	3.24444444444	3454
11	119.jpg	0.244444444444	2235
12	128.jpg	1.8	3672
13	145.jpg	0.0222222222222	1951
14	102.jpg	1.57777777778	2184
15	130.jpg	3.55555555556	2702
16	111.jpg	1.26666666667	2050
17	124.jpg	0.111111111111	3035
18	147.jpg	0.377777777778	2485
19	120.jpg	2.42222222222	2234
20	113.jpg	1.88888888889	1801
21	136.jpg	3.08888888889	3836
22	103.jpg	3.93333333333	2553
23	131.jpg	0.0666666666667	2786
24	115.jpg	0.0222222222222	4203
25	157.jpg	0.0666666666667	2602
26	148.jpg	0.866666666667	2106
27	114.jpg	0.555555555556	2368
28	153.jpg	1.02222222222	2070
29	151.jpg	1.51111111111	2256
30	138.jpg	0.444444444444	5524
31	160.jpg	0.0444444444444	4153
32	141.jpg	0.0222222222222	4122
33	101.jpg	0.2	2121
34	135.jpg	3.51111111111	1867
35	107.jpg	2.55555555556	3000
36	104.jpg	0.688888888889	2784
37	121.jpg	2.51111111111	2703
38	133.jpg	3.8	2887
39	105.jpg	0.333333333333	2703
40	123.jpg	0.422222222222	2470
41	137.jpg	1.6	1936
42	139.jpg	0.844444444444	2156
43	144.jpg	0.6	1903
44	106.jpg	0.8	2704
45	149.jpg	4.35555555556	2436
46	143.jpg	3.06666666667	2185
47	110.jpg	0.355555555556	2550
48	156.jpg	0.377777777778	2117
49	129.jpg	2.66666666667	2602
50	142.jpg	0.777777777778	1649
51	146.jpg	3.06666666667	1786
52	108.jpg	1.13333333333	2786
53	155.jpg	1.28888888889	1634
54	150.jpg	0.533333333333	4570
55	134.jpg	1.77777777778	2118
56	112.jpg	0.577777777778	2152
57	159.jpg	2.0	1766
58	118.jpg	4.73333333333	1654
59	116.jpg	0.911111111111	2935
60	122.jpg	3.2	2369
