Subject	 StimName	 StimNum	 Rank	 Wins	 Loses	 Total
BFE_202	1101.jpg	1	2.546329e-01	1	6	7
BFE_202	1102.jpg	2	4.358761e-01	3	4	7
BFE_202	1103.jpg	3	8.046225e-01	6	1	7
BFE_202	1104.jpg	4	6.292985e-01	5	2	7
BFE_202	1105.jpg	5	3.958805e-01	3	4	7
BFE_202	1106.jpg	6	6.245805e-01	4	3	7
BFE_202	1107.jpg	7	5.980625e-01	4	3	7
BFE_202	1108.jpg	8	3.876114e-01	2	5	7
BFE_202	1109.jpg	9	3.929199e-01	3	4	7
BFE_202	1110.jpg	10	3.679653e-01	2	5	7
BFE_202	1111.jpg	11	5.605210e-01	4	3	7
BFE_202	1112.jpg	12	2.431119e-01	1	6	7
BFE_202	1113.jpg	13	4.580244e-01	3	4	7
BFE_202	1114.jpg	14	6.018111e-02	0	7	7
BFE_202	1115.jpg	15	6.733324e-01	5	2	7
BFE_202	1116.jpg	16	1.585307e-01	1	6	7
BFE_202	1117.jpg	17	2.339591e-01	1	6	7
BFE_202	1118.jpg	18	3.843450e-01	3	4	7
BFE_202	1119.jpg	19	1.733156e-01	1	6	7
BFE_202	1120.jpg	20	5.230150e-01	4	3	7
BFE_202	1121.jpg	21	4.428119e-01	3	4	7
BFE_202	1201.jpg	22	3.674690e-01	3	4	7
BFE_202	1202.jpg	23	6.809056e-01	6	1	7
BFE_202	1203.jpg	24	6.577735e-01	5	2	7
BFE_202	1204.jpg	25	6.463554e-01	4	3	7
BFE_202	1205.jpg	26	6.150355e-01	4	3	7
BFE_202	1206.jpg	27	5.411497e-01	4	3	7
BFE_202	1207.jpg	28	5.775413e-01	4	3	7
BFE_202	1208.jpg	29	7.975271e-01	6	1	7
BFE_202	1209.jpg	30	6.801593e-01	5	2	7
BFE_202	1210.jpg	31	5.684615e-01	4	3	7
BFE_202	1211.jpg	32	3.878547e-01	2	5	7
BFE_202	1212.jpg	33	3.260610e-01	1	6	7
BFE_202	1213.jpg	34	5.988576e-01	5	2	7
BFE_202	1214.jpg	35	5.592775e-01	4	3	7
BFE_202	1215.jpg	36	7.372323e-01	6	1	7
BFE_202	1216.jpg	37	7.743650e-01	6	1	7
BFE_202	1217.jpg	38	2.862424e-01	2	5	7
BFE_202	1218.jpg	39	7.360015e-01	5	2	7
BFE_202	1219.jpg	40	6.591319e-01	5	2	7
