subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_109	 1	 35	 1	 0	 0	 3.006793e-02	 2209.jpg	 i	 3.358121e+00	 44	 
BFE_109	 1	 37	 2	 0	 1	 4.435032e+00	 2211.jpg	 u	 1.841156e+00	 49	 
BFE_109	 1	 1	 3	 0	 0	 7.321628e+00	 1102.jpg	 i	 7.945604e-01	 16	 
BFE_109	 1	 16	 4	 0	 0	 9.173643e+00	 1211.jpg	 i	 1.614551e+00	 19	 
BFE_109	 1	 19	 5	 0	 0	 1.184341e+01	 1215.jpg	 i	 6.648017e-01	 9	 
BFE_109	 1	 13	 6	 1	 1	 1.356196e+01	 1206.jpg	 u	 9.062231e-01	 7	 
BFE_109	 1	 4	 7	 1	 1	 1.551407e+01	 1106.jpg	 u	 7.301185e-01	 18	 
BFE_109	 1	 32	 8	 0	 0	 1.729948e+01	 2206.jpg	 i	 9.687173e-01	 42	 
BFE_109	 1	 7	 9	 0	 0	 1.931836e+01	 1117.jpg	 i	 6.378171e-01	 39	 
BFE_109	 1	 28	 10	 1	 1	 2.100376e+01	 2202.jpg	 u	 1.064428e+00	 55	 
BFE_109	 1	 10	 11	 0	 1	 2.312265e+01	 1201.jpg	 u	 2.641539e+00	 8	 
BFE_109	 1	 31	 12	 0	 0	 2.681006e+01	 2205.jpg	 i	 8.581343e-01	 51	 
BFE_109	 1	 5	 13	 0	 0	 2.871238e+01	 1110.jpg	 i	 6.998379e-01	 20	 
BFE_109	 1	 8	 14	 0	 0	 3.046427e+01	 1119.jpg	 i	 6.119254e-01	 38	 
BFE_109	 1	 3	 15	 0	 0	 3.213280e+01	 1105.jpg	 i	 7.673857e-01	 37	 
BFE_109	 1	 23	 16	 0	 0	 3.395149e+01	 2105.jpg	 i	 5.246912e-01	 77	 
BFE_109	 1	 26	 17	 0	 0	 3.551989e+01	 2112.jpg	 i	 5.083014e-01	 78	 
BFE_109	 1	 22	 18	 0	 0	 3.707161e+01	 1219.jpg	 i	 1.300595e+00	 17	 
BFE_109	 1	 38	 19	 1	 1	 3.942424e+01	 2212.jpg	 u	 7.079485e-01	 53	 
BFE_109	 1	 12	 20	 1	 1	 4.117618e+01	 1205.jpg	 u	 2.188014e+00	 13	 
BFE_109	 1	 14	 21	 0	 0	 4.441318e+01	 1208.jpg	 i	 7.590058e-01	 11	 
BFE_109	 1	 21	 22	 1	 1	 4.621518e+01	 1218.jpg	 u	 2.229009e+00	 12	 
BFE_109	 1	 24	 23	 0	 0	 4.950226e+01	 2107.jpg	 i	 6.219317e-01	 54	 
BFE_109	 1	 9	 24	 0	 0	 5.117074e+01	 1121.jpg	 i	 6.014449e-01	 21	 
BFE_109	 1	 33	 25	 1	 1	 5.282258e+01	 2207.jpg	 u	 8.616544e-01	 50	 
BFE_109	 1	 18	 26	 0	 0	 5.474147e+01	 1214.jpg	 i	 7.987149e-01	 22	 
BFE_109	 1	 25	 27	 0	 0	 5.659350e+01	 2110.jpg	 i	 6.026948e-01	 57	 
BFE_109	 1	 29	 28	 1	 1	 5.824540e+01	 2203.jpg	 u	 9.028106e-01	 58	 
BFE_109	 1	 20	 29	 0	 0	 6.019751e+01	 1216.jpg	 i	 6.867125e-01	 4	 
BFE_109	 1	 40	 30	 1	 1	 6.193276e+01	 2217.jpg	 u	 6.474261e-01	 52	 
BFE_109	 1	 17	 31	 0	 0	 6.363477e+01	 1213.jpg	 i	 9.454358e-01	 14	 
BFE_109	 1	 36	 32	 1	 1	 6.563694e+01	 2210.jpg	 u	 8.552431e-01	 47	 
BFE_109	 1	 39	 33	 0	 0	 6.753907e+01	 2216.jpg	 i	 6.331367e-01	 41	 
BFE_109	 1	 27	 34	 0	 0	 6.922433e+01	 2201.jpg	 i	 7.478536e-01	 43	 
BFE_109	 1	 30	 35	 0	 0	 7.102640e+01	 2204.jpg	 i	 1.081797e+00	 48	 
BFE_109	 1	 15	 36	 0	 0	 7.316216e+01	 1210.jpg	 i	 1.002066e+00	 3	 
BFE_109	 1	 6	 37	 0	 0	 7.521438e+01	 1112.jpg	 i	 5.738230e-01	 40	 
BFE_109	 1	 2	 38	 1	 1	 7.683284e+01	 1103.jpg	 u	 7.633434e-01	 15	 
BFE_109	 1	 34	 39	 0	 0	 7.865157e+01	 2208.jpg	 i	 5.286141e-01	 56	 
BFE_109	 1	 11	 40	 1	 1	 8.023666e+01	 1203.jpg	 u	 5.835292e-01	 10	 
