subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_111	 1	 17	 1	 0	 0	 3.021948e-02	 1214.jpg	 i	 5.773562e+00	 9	 
BFE_111	 1	 10	 2	 1	 1	 6.854444e+00	 1117.jpg	 u	 1.629305e+00	 15	 
BFE_111	 1	 5	 3	 1	 1	 9.540821e+00	 1107.jpg	 u	 1.150941e+00	 12	 
BFE_111	 1	 8	 4	 0	 0	 1.174327e+01	 1114.jpg	 i	 9.324809e-01	 4	 
BFE_111	 1	 3	 5	 0	 0	 1.372900e+01	 1105.jpg	 i	 9.307496e-01	 14	 
BFE_111	 1	 14	 6	 0	 0	 1.571449e+01	 1209.jpg	 i	 9.372750e-01	 8	 
BFE_111	 1	 19	 7	 1	 1	 1.770004e+01	 1216.jpg	 u	 1.271708e+00	 10	 
BFE_111	 1	 37	 8	 1	 1	 2.001925e+01	 2213.jpg	 u	 6.744499e+00	 50	 
BFE_111	 1	 31	 9	 0	 0	 2.781137e+01	 2119.jpg	 i	 8.403807e-01	 77	 
BFE_111	 1	 18	 10	 0	 0	 2.969679e+01	 1215.jpg	 i	 1.058965e+00	 16	 
BFE_111	 1	 7	 11	 0	 0	 3.181580e+01	 1113.jpg	 i	 6.359495e-01	 21	 
BFE_111	 1	 16	 12	 0	 1	 3.350107e+01	 1213.jpg	 u	 6.422695e+00	 37	 
BFE_111	 1	 24	 13	 0	 0	 4.097604e+01	 2103.jpg	 i	 8.357150e-01	 57	 
BFE_111	 1	 27	 14	 0	 0	 4.286154e+01	 2111.jpg	 i	 6.622088e-01	 49	 
BFE_111	 1	 38	 15	 1	 0	 4.458017e+01	 2214.jpg	 i	 1.999578e+00	 47	 
BFE_111	 1	 15	 16	 0	 0	 4.763362e+01	 1210.jpg	 i	 1.290128e+00	 11	 
BFE_111	 1	 9	 17	 0	 0	 4.996949e+01	 1116.jpg	 i	 5.782625e-01	 38	 
BFE_111	 1	 25	 18	 1	 1	 5.160461e+01	 2104.jpg	 u	 8.071605e-01	 55	 
BFE_111	 1	 26	 19	 0	 0	 5.345672e+01	 2105.jpg	 i	 7.870311e-01	 42	 
BFE_111	 1	 11	 20	 0	 0	 5.529207e+01	 1120.jpg	 i	 9.036870e-01	 20	 
BFE_111	 1	 34	 21	 0	 0	 5.724437e+01	 2209.jpg	 i	 7.993785e-01	 54	 
BFE_111	 1	 32	 22	 1	 1	 5.909644e+01	 2120.jpg	 u	 7.953258e-01	 53	 
BFE_111	 1	 23	 23	 0	 0	 6.094851e+01	 2102.jpg	 i	 5.512630e-01	 48	 
BFE_111	 1	 33	 24	 0	 0	 6.255023e+01	 2207.jpg	 i	 1.181531e+00	 44	 
BFE_111	 1	 29	 25	 0	 0	 6.478607e+01	 2114.jpg	 i	 1.609678e+00	 41	 
BFE_111	 1	 39	 26	 0	 0	 6.743901e+01	 2216.jpg	 i	 1.324732e+00	 56	 
BFE_111	 1	 12	 27	 0	 0	 6.980839e+01	 1202.jpg	 i	 6.993864e-01	 22	 
BFE_111	 1	 22	 28	 1	 1	 7.156037e+01	 1219.jpg	 u	 6.754155e-01	 13	 
BFE_111	 1	 35	 29	 1	 1	 7.327897e+01	 2210.jpg	 u	 1.068810e+00	 52	 
BFE_111	 1	 6	 30	 0	 0	 7.539803e+01	 1109.jpg	 i	 5.737275e-01	 17	 
BFE_111	 1	 28	 31	 0	 0	 7.701642e+01	 2113.jpg	 i	 6.193327e-01	 51	 
BFE_111	 1	 2	 32	 0	 0	 7.868498e+01	 1103.jpg	 i	 5.107646e-01	 40	 
BFE_111	 1	 20	 33	 0	 0	 8.025340e+01	 1217.jpg	 i	 5.983474e-01	 3	 
BFE_111	 1	 30	 34	 0	 0	 8.190538e+01	 2116.jpg	 i	 5.623764e-01	 78	 
BFE_111	 1	 1	 35	 0	 0	 8.352382e+01	 1102.jpg	 i	 4.959247e-01	 19	 
BFE_111	 1	 21	 36	 1	 0	 8.507547e+01	 1218.jpg	 i	 1.456271e+00	 7	 
BFE_111	 1	 13	 37	 1	 0	 8.757833e+01	 1205.jpg	 i	 3.633420e+00	 18	 
BFE_111	 1	 4	 38	 0	 0	 9.226692e+01	 1106.jpg	 i	 8.568490e-01	 39	 
BFE_111	 1	 40	 39	 0	 0	 9.416906e+01	 2217.jpg	 i	 8.747086e-01	 43	 
BFE_111	 1	 36	 40	 1	 1	 9.608780e+01	 2211.jpg	 u	 1.051962e+00	 58	 
